"p_index","years","ppg","rpg","apg","bpg","sgp"
640,1,"3.2","2.4","0.3","2.82","1.52"
641,2,"6.616504854368932","3.9718446601941744","2.3728155339805825","1.1311650485436893","2.473009708737864"
642,1,"1","0.6","0.9","2.54","1.4"
643,11,"5.626507936507936","3.1334920634920636","0.8752380952380951","0.8701428571428572","2.0478888888888886"
644,8,"23.948301886792454","3.960188679245283","4.741132075471698","1.7996226415094339","1.7704150943396226"
645,6,"6.832267441860465","2.6761627906976746","1.3880813953488371","2.1961337209302325","1.2324127906976743"
646,2,"6.492307692307692","0.8307692307692308","0.8307692307692308","0.7361538461538462","2.8723076923076922"
647,3,"3.533333333333333","1.9841269841269842","0.373015873015873","1.189047619047619","1.291904761904762"
648,2,"2.4555555555555553","1.4444444444444444","0.2222222222222222","1.0155555555555555","0.5877777777777778"
649,1,"0.9","0.9","0.3","1.08","0.13"
650,14,"10.814131607335492","2.1998921251348436","3.959007551240561","1.4148975188781012","1.3272168284789643"
651,2,"6.1125","3.1625","0.7875","0.67875","0.65625"
652,3,"11.212280701754388","3.6672514619883034","1.9152046783625731","1.7235087719298248","1.9650877192982454"
653,3,"1.9535714285714287","0.875","1.0642857142857143","1.5235714285714284","1.1482142857142859"
654,1,"1.8","0.6","1.2","0.52","1.36"
655,3,"2.5694444444444446","2.1944444444444446","0.25","1.1994444444444445","1.3966666666666667"
656,5,"11.569968051118213","2.319488817891374","4.490095846645367","2.360670926517572","1.5553035143769969"
657,2,"2.1727272727272724","1.5818181818181818","0.6545454545454547","1.3299999999999998","1.4172727272727272"
658,1,"2.3","2.3","0.5","0.44","0.45"
659,7,"4.8999999999999995","5.073333333333333","0.4681159420289855","1.3341739130434782","1.9390434782608694"
660,1,"2.4","0.8","0","2.92","0.17"
661,3,"2.3895833333333334","1.7729166666666665","0.21875","1.3524999999999998","2.754375"
662,2,"4.257142857142857","3.1551020408163266","0.4163265306122449","1.9165306122448982","1.2520408163265304"
663,1,"1.4","0.9","0","2.7600000000000002","2.88"
664,2,"3.204444444444444","1.2733333333333332","1.6788888888888889","2.4157777777777776","2.004666666666667"
665,4,"4.676328502415459","4.2502415458937195","1.0743961352657003","1.2462318840579711","1.5884057971014491"
666,2,"3.6","1.6749999999999998","0.6999999999999998","1.5200000000000002","1"
667,1,"2.8","1.1","0.1","0.13","0.89"
668,9,"5.920352250489236","7.664383561643835","0.4569471624266145","1.4316046966731897","1.258590998043053"
669,6,"14.506376811594205","3.0820289855072462","2.1281159420289857","1.7059999999999997","1.1585217391304348"
670,1,"14","8.4","1.9","2.43","0.79"
671,2,"8.50263157894737","3.6881578947368414","1.7802631578947365","1.3992105263157895","0.22842105263157894"
672,8,"13.15727923627685","2.6381861575179","2.7780429594272076","1.119689737470167","1.0882577565632456"
673,1,"2.3","1.2","0.3","1.33","1.46"
674,21,"20.73659658344284","7.542838370565044","2.409198423127464","1.4902168199737185","1.619093298291721"
675,6,"1.8336787564766839","1.3647668393782386","0.1746113989637306","1.3770466321243522","1.1532642487046632"
676,2,"2.2249999999999996","1.275","0","1.135","1.25"
677,1,"2.2","0.8","0.9","0.07","2.25"
678,6,"5.885507246376812","3.1797101449275362","0.5702898550724638","1.7628985507246375","1.5510144927536234"
679,7,"15.11336032388664","9.684817813765182","4.186437246963562","1.6711133603238868","1.6506477732793523"
680,6,"2.7187134502923977","3.397368421052632","1.230701754385965","1.1573976608187135","2.035321637426901"
681,1,"3.9","3.6","0.9","2.87","1.28"
682,3,"3.08125","1.43125","1.8350000000000002","1.96775","1.403"
683,2,"14.239999999999998","5.260000000000001","1.5099999999999998","0.63","0.893"
684,4,"6.84","2.6685714285714286","0.7","1.4972857142857143","2.116"
685,7,"3.574474474474474","2.9048048048048045","0.3963963963963964","1.1127327327327325","1.7423123123123125"
687,4,"5.697948717948718","2.16974358974359","3.142564102564103","1.7043076923076925","1.4709743589743591"
688,1,"2.2","0.4","1.3","1.45","2.9700000000000006"
689,6,"7.2860557768924314","3.7721115537848604","1.0430278884462152","1.9142629482071714","1.0614741035856572"
690,2,"2.7","1.0479591836734694","0.9479591836734694","1.2591836734693878","0.8142857142857143"
691,5,"5.589756097560976","4.011707317073171","0.8019512195121952","1.2831219512195122","1.8325365853658537"
693,4,"2.5223529411764707","1.1647058823529413","0.3341176470588236","1.1449411764705881","0.9297647058823529"
694,6,"24.61743341404358","4.1612590799031475","4.460774818401937","1.9616949152542371","1.271307506053269"
696,2,"5.068181818181818","4.554545454545455","0.6363636363636364","0.7913636363636364","1.7627272727272727"
698,1,"2.9","0.6","0.3","0.67","0.55"
699,5,"9.086813186813188","4.602197802197803","2.7681318681318685","1.059120879120879","1.5743956043956042"
700,1,"0","0","0","2.27","0.25"
701,4,"6.092490118577076","2.375494071146245","0.6956521739130435","1.3423320158102765","1.6102371541501976"
702,1,"4.8","2","1.5","0.9499999999999998","2.22"
703,2,"4.248","2.804","0.94","0.7308","2.0398"
704,12,"11.768757841907151","7.1415307402760355","1.4291091593475533","1.1918193224592222","0.9301882057716434"
705,11,"8.375956284153007","3.819854280510018","1.5526411657559203","1.375336976320583","1.5843533697632057"
706,7,"8.195652173913043","4.5752173913043475","1.421304347826087","1.7393913043478257","1.796608695652174"
707,2,"3.4589999999999996","0.9470000000000001","0.7530000000000001","1.6367000000000003","1.3153"
708,11,"11.99047619047619","4.355505952380954","3.9797619047619044","1.4960565476190477","1.5388392857142856"
709,9,"9.297292724196279","2.3257191201353633","1.0003384094754655","1.4957360406091371","1.594653130287648"
710,7,"3.5851562500000003","1.0703125","1.725","1.256875","1.5563671875000002"
711,5,"5.479190751445087","1.9976878612716764","1.3647398843930636","0.8817919075144509","1.9499421965317918"
712,4,"5.435294117647059","3.8588235294117648","1.2657754010695188","0.907807486631016","1.6605882352941175"
713,1,"2.4","2.8","0.7","2.33","0.04"
714,11,"8.680606860158312","6.962401055408972","5.602770448548812","1.7969129287598946","1.4417150395778364"
716,5,"6.14475806451613","4.709274193548388","1.0165322580645162","1.8640725806451615","1.5484274193548386"
717,14,"10.959367088607594","7.109113924050631","1.1379746835443039","1.4700000000000004","1.4137721518987338"
718,1,"1.8999999999999997","2","0.2","1.9099999999999997","1.28"
719,1,"2.9","1.6","1.5","2.97","2.13"
720,5,"2.4974683544303797","2.4943037974683544","0.20696202531645572","1.5211392405063289","1.7779113924050631"
721,3,"4.138333333333334","1.6166666666666667","0.7766666666666667","1.7008333333333334","2.3960000000000004"
722,2,"9.115189873417721","1.5037974683544302","1.8784810126582279","0.7781012658227848","0.6172151898734178"
723,1,"6","4","1","1.62","0.24"
724,5,"11.06085409252669","2.7676156583629896","1.4551601423487543","1.7403914590747331","2.068149466192171"
725,2,"5","0.5","1.25","1.505","1.31"
726,4,"7.2265700483091795","2.5932367149758457","1.1048309178743962","1.4135748792270533","1.3930434782608696"
727,5,"1.3121951219512193","2.326829268292683","0.15365853658536588","0.8592682926829267","1.909512195121951"
728,2,"1.474193548387097","1.3451612903225807","0.4032258064516129","1.7787096774193547","2.641935483870968"
729,3,"6.33061224489796","1.530612244897959","1.6653061224489796","0.7457142857142857","2.3781632653061227"
730,17,"15.837756849315069","11.714811643835617","1.3418664383561643","1.6573287671232875","1.3003082191780824"
731,9,"7.554514480408859","4.526746166950596","1.0173764906303235","1.4811413969335605","1.2546166950596251"
732,16,"21.97381404174573","4.680265654648957","5.4126185958254265","1.329620493358634","1.2304554079696393"
733,3,"3.289285714285715","2.363095238095238","0.8333333333333334","1.7648809523809523","1.016904761904762"
734,1,"3.8","3.2","2.3","1.22","1.73"
735,2,"4.3040816326530615","1.906122448979592","0.9346938775510204","1.9179591836734695","0.4518367346938776"
736,10,"7.926755852842811","2.0183946488294313","1.7558528428093645","1.4755518394648832","1.528678929765886"
737,8,"4.579285714285714","3.527142857142857","0.4357142857142857","1.106857142857143","0.6705714285714285"
738,13,"8.874233128834355","1.339110429447853","3.2090490797546014","1.5120552147239263","1.566733128834356"
739,6,"4.367432950191572","2.9727969348659005","0.5015325670498085","1.8964367816091956","1.6571647509578544"
740,1,"0.8","1","0.4","1.01","1.87"
741,9,"5.397623089983022","2.2707979626485573","4.243293718166384","1.8863327674023769","1.7124108658743633"
742,12,"5.940304709141274","6.40027700831025","0.7504155124653742","1.157202216066482","1.3810803324099725"
744,1,"3.7","2.3","0.6","0.19","2.32"
745,1,"2.4","2.4","0.2","1.67","1.47"
746,1,"0.8","1","0.3","2.55","0.04"
747,1,"2.1","1.5","0.4","1.29","1.97"
748,6,"3.0855491329479765","1.0641618497109826","1.1046242774566477","0.7726589595375724","1.8706936416184967"
749,5,"7.16105610561056","5.774917491749175","0.7844884488448846","1.5646204620462045","1.512046204620462"
750,11,"7.468061366806137","1.677405857740586","1.5412831241283123","1.8595815899581591","1.6240725244072522"
751,3,"8.21846153846154","2.25","1.0992307692307692","1.261","1.6484615384615386"
752,10,"14.52292263610315","4.07593123209169","2.804727793696275","1.3183667621776507","1.1663037249283665"
753,3,"6.71875","2.6298611111111114","1.0958333333333334","0.0861111111111111","1.0003472222222223"
754,11,"12.95483870967742","5.185768500948767","0.5368121442125237","1.277571157495256","1.2260151802656547"
755,5,"6.17639751552795","1.5242236024844722","1.1279503105590063","0.2495652173913043","1.4598757763975154"
756,12,"4.919386106623587","3.7237479806138936","0.7961227786752827","1.764361873990307","1.4067366720516965"
757,1,"3.5","2.5","0.3","0.37","1.09"
758,1,"4","5.5","0.5","0.84","1.2"
759,1,"1.5","0.7","0.2","0.44","0.13"
760,7,"3.541145833333333","2.8729166666666663","0.6588541666666666","1.5461197916666667","1.0045572916666667"
761,4,"9.313307984790875","5.207604562737642","1.0254752851711026","1.4063117870722435","1.2122433460076045"
762,1,"0.8000000000000002","0","0.8000000000000002","0.34","1.63"
763,8,"10.0842","4.0116","5.7372","1.16912","1.9396399999999998"
764,1,"0","0.5","0.5","1.7","2.38"
765,2,"4.83425925925926","1.6981481481481482","2.2472222222222222","0.3428703703703704","0.3239814814814815"
766,1,"16","6","3","1.86","1.39"
767,2,"2.9","1.2333333333333332","0.49999999999999994","1.6300000000000001","1.1099999999999999"
768,3,"4.17536231884058","2.7884057971014493","1.1217391304347828","1.6163768115942028","1.11"
769,6,"5.602265372168285","1.2019417475728156","2.400323624595469","1.8491909385113268","1.0246601941747573"
770,4,"4.910091743119266","1.4522935779816515","0.8862385321100918","1.0282568807339452","1.9515596330275229"
771,1,"2.4","0.4","1.2","1.68","2.38"
773,15,"17.185985247629084","9.043414120126448","2.193572181243414","1.3958166491043202","1.591327713382508"
774,2,"4.301724137931034","1.1568965517241379","1.456896551724138","1.4667241379310345","2.9608620689655174"
775,2,"1.6499999999999997","3.65","0.6999999999999998","2.81","0.635"
776,7,"12.655172413793103","9.96137931034483","0.9262068965517242","1.3964367816091956","1.6387816091954024"
777,6,"10.91456953642384","2.9129139072847683","3.777483443708609","2.128145695364238","1.7397019867549668"
778,1,"3.7","4.6","0.2","1.07","2.98"
779,10,"11.529172510518936","7.925806451612904","0.8716690042075734","1.4776577840112202","1.9869144460028052"
780,1,"1.3","1","1","0.01","1.36"
781,12,"13.681878306878309","3.873677248677248","4.703306878306878","1.6265079365079362","1.4018518518518515"
782,1,"3.8","2.5","0","1.39","0.6"
783,13,"15.927509778357237","2.4104302477183834","2.800782268578879","1.4015906127770534","1.5585919165580184"
784,1,"1.7","1.8","0.3","1.22","2.92"
785,5,"4.237827715355805","1.3119850187265918","2.8411985018726598","2.1420224719101126","1.5680524344569289"
786,1,"6","7","0","1.72","2.74"
787,1,"2.6","2.1","0.5","0.39","1.41"
788,6,"2.6263803680981592","3.791104294478527","0.3901840490797546","1.4048466257668712","1.400153374233129"
789,4,"1.9012048192771085","3.6963855421686747","1.0265060240963855","1.159277108433735","0.4889156626506024"
790,4,"6.016778523489933","1.8597315436241613","2.8147651006711407","1.2887919463087247","1.386912751677852"
791,3,"9.850632911392406","3.2177215189873416","1.3468354430379748","2.192278481012658","1.010632911392405"
792,12,"7.853965785381024","2.3143079315707618","1.0248833592534992","1.6228926905132193","1.2916640746500776"
793,2,"2.937837837837838","3.116216216216216","0.5054054054054054","2.53","1.9422972972972972"
794,11,"7.454211956521739","2.75625","5.454483695652175","1.3803125","1.2896195652173912"
795,2,"6.859615384615385","2.046153846153846","1.0538461538461539","0.8453846153846153","2.1499999999999995"
796,11,"8.352020202020201","3.246296296296296","1.4698653198653198","1.8294949494949495","2.0911447811447808"
797,2,"2.8925925925925924","0.7518518518518519","1.5037037037037038","2.0385185185185186","1.1792592592592592"
798,15,"7.511213991769548","7.181069958847736","0.841358024691358","1.064269547325103","1.1163683127572015"
799,2,"3.0538461538461537","0.7","0.7961538461538462","1.1721153846153847","1.986923076923077"
800,9,"7.5642714570858285","2.6409181636726546","2.3930139720558885","1.510439121756487","1.693053892215569"
801,1,"0.6","0.9000000000000001","0.2","2.61","0.32"
802,1,"0","0.3","0","1.07","1.85"
803,1,"0.3","0.3","0.10000000000000002","0.7200000000000001","0.44"
804,1,"1","2","0","2.52","1.57"
805,12,"9.824091520861376","5.627187079407805","1.0271870794078062","1.742557200538358","1.1796635262449529"
806,10,"4.133435114503817","6.591755725190839","0.48442748091603055","1.8480763358778627","1.8418015267175571"
808,8,"5.828282828282828","4.807323232323233","0.36313131313131314","1.2579040404040405","1.5675000000000001"
809,4,"1.4000000000000001","1.7076923076923078","0.23846153846153847","2.1484615384615386","0.6196153846153846"
810,2,"6.527272727272727","2.709090909090909","0.6818181818181818","0.3590909090909091","1.6145454545454547"
811,4,"2.7483660130718954","3.916339869281046","0.4888888888888889","1.545686274509804","1.35"
812,11,"13.975595238095242","2.7053571428571423","2.548660714285714","1.1301785714285715","1.4544791666666665"
813,2,"15.640540540540542","8.67364864864865","2.660135135135135","1.635945945945946","2.3882432432432434"
814,10,"9.67177304964539","4.647234042553192","3.49177304964539","1.7696453900709215","1.7902836879432622"
815,1,"2.6","0.6","0.4","2.84","2.25"
816,1,"1.2","0.5","0","1.99","2.08"
817,6,"3.197619047619048","3.4869047619047624","0.9217261904761904","1.2798214285714284","1.1022321428571427"
818,3,"5.350724637681159","1.8543478260869566","3.360869565217391","2.224057971014493","1.5255797101449273"
819,4,"5.823694779116465","2.4072289156626505","1.0112449799196785","1.2965060240963857","0.8128915662650602"
820,6,"2.859670781893004","3.340329218106996","0.20534979423868313","0.5719753086419753","2.3236213991769543"
821,1,"0","0.5","0.5","2.02","1.59"
822,3,"4.185882352941176","4.270588235294118","0.3811764705882353","0.38482352941176473","1.2083529411764706"
823,4,"9.354198473282443","2.0091603053435114","2.525572519083969","1.2437404580152673","2.301564885496183"
824,8,"3.7132029339853303","3.528850855745721","0.5740831295843521","1.6805378973105136","1.2698044009779952"
825,10,"7.876138433515482","2.553187613843351","1.3484517304189434","1.7446812386156647","1.1744990892531877"
826,1,"4.8","2","0.9","1.2","2.08"
827,5,"8.502803738317757","1.829906542056075","1.0098130841121495","1.9750934579439252","0.8530373831775698"
828,8,"8.813559322033898","3.8106537530266347","1.5707021791767555","1.7203631961259076","1.5187893462469737"
829,4,"6.717475728155341","1.9679611650485438","2.621359223300971","1.408155339805825","0.6244660194174758"
830,6,"4.834177215189873","1.7629746835443034","2.1734177215189874","1.528512658227848","2.4708544303797466"
831,3,"2.930232558139535","0.8790697674418604","1.9488372093023258","0.38395348837209303","1.4767441860465116"
832,1,"2.9","2","0.7","0.61","0.58"
833,2,"16.910691823899374","4.29874213836478","3.2018867924528305","0.6862893081761007","0.6477987421383647"
834,9,"5.550950570342206","2.7307984790874524","1.595627376425856","1.212205323193916","2.0672433460076047"
835,7,"7.464651162790697","2.2186046511627904","2.2953488372093025","1.31306976744186","1.827279069767442"
836,1,"1.8","0.8000000000000002","0","2.03","0.18000000000000002"
837,7,"14.59400479616307","3.3141486810551557","5.275779376498801","1.3343405275779379","1.253357314148681"
839,2,"4.575862068965517","4.620689655172414","0.5310344827586206","2.1044827586206893","0.5251724137931034"
840,1,"2.3","4.3","0.7","2.3","0.82"
841,6,"7.360750853242322","2.091467576791809","1.256655290102389","1.8650511945392492","2.1138225255972696"
842,2,"2.024193548387097","0.803225806451613","0.8241935483870968","1.1588709677419353","1.0248387096774192"
843,4,"7.653333333333334","1.7046153846153844","2.3184615384615386","0.9185641025641026","1.3427692307692307"
844,2,"6.4","1.6","1.8199999999999998","2.73","1.982"
845,2,"6.011764705882353","2.7235294117647055","1.7","0.7029411764705882","0.8394117647058823"
846,1,"3.3","1.8","2.8","0.57","2.68"
847,2,"2.2971428571428567","0.8314285714285715","2.1485714285714286","0.40028571428571436","2.476571428571429"
848,1,"0","0","0","2.25","1.6"
849,1,"2.1","1.3","0.1","1.5500000000000003","0.52"
850,13,"6.192039106145251","2.284217877094972","1.6916201117318437","1.4548882681564246","1.83713687150838"
851,3,"7.477551020408163","2.0510204081632653","0.689795918367347","2.3264625850340135","1.9746938775510205"
852,1,"0.5","0.5","0.3","2.22","0.25"
853,4,"3.098823529411765","2.5341176470588236","0.5141176470588236","1.268529411764706","1.6393529411764707"
854,2,"5.805405405405406","1.9297297297297298","0.9297297297297299","1.0783783783783785","1.9475675675675677"
855,5,"4.013559322033898","1.535593220338983","2.26271186440678","1.6450847457627118","1.5206779661016951"
856,9,"11.478488372093024","2.4327519379844964","1.9765503875968993","1.3377131782945737","1.1362596899224808"
857,6,"9.908000000000001","2.1782857142857144","1.6474285714285715","1.0521142857142858","1.747657142857143"
858,5,"12.07061855670103","3.3072164948453615","5.278092783505155","1.3472422680412373","1.0397164948453608"
859,7,"5.142073170731707","2.845731707317073","1.1146341463414635","1.6735365853658535","0.8974390243902438"
860,8,"8.835011441647596","4.659267734553776","1.0389016018306636","1.1555606407322654","1.335995423340961"
861,5,"14.445185185185185","2.2944444444444443","1.452962962962963","0.6415555555555557","1.0188148148148148"
862,1,"3.8","1.3","0.3","0.82","2.12"
863,1,"1.3","0.20000000000000004","0.20000000000000004","0.57","1.07"
864,15,"10.439234972677594","2.978142076502732","3.0784699453551916","1.4363715846994536","1.673934426229508"
865,2,"0.24","1.24","0","0.742","0.7779999999999999"
866,5,"8.424148606811146","6.4337461300309595","1.711145510835913","2.1826315789473685","1.6950773993808048"
867,6,"9.19145728643216","3.317336683417086","2.5258793969849247","1.391281407035176","2.025301507537688"
868,1,"2.8","1.6999999999999997","0.3","1.6999999999999997","0.31"
869,7,"6.503133159268929","2.099738903394256","0.8441253263707572","1.5050913838120106","1.602845953002611"
870,1,"6.6","1.6","0.9000000000000001","2.93","0.67"
871,2,"4.074358974358974","3.158974358974359","0.7256410256410256","1.5643589743589743","1.7476923076923077"
872,1,"2.4","0.7","0.9","0.72","2.43"
873,1,"4.7","1.7","1.7999999999999998","1.52","1.18"
874,12,"9.727203647416417","2.5054711246200605","0.8943768996960486","1.0095744680851064","1.5481610942249242"
875,8,"11.184859813084111","3.201869158878505","1.8945794392523365","1.2550280373831777","1.1953084112149532"
876,1,"1.9000000000000001","0.8","2.4","0.49000000000000005","0.43999999999999995"
877,14,"11.93016826923077","5.811538461538462","2.0730769230769233","1.6564062499999999","1.5195432692307689"
878,3,"7.946451612903225","1.7451612903225806","1.6522580645161289","1.740193548387097","1.8548387096774197"
879,3,"4.503174603174603","3.1095238095238096","0.6738095238095237","0.9924603174603176","1.0864285714285713"
880,3,"8.45","5.296153846153846","0.36730769230769234","0.2667307692307692","2.5772115384615386"
881,1,"2.9","1","0.4","2.47","0.4"
882,10,"22.64728789986092","9.596522948539638","4.6983310152990265","1.0585813630041727","1.606884561891516"
883,2,"3.3927272727272726","1.4","0.3381818181818182","0.8598181818181818","2.0265454545454546"
884,11,"20.661775362318842","3.9278985507246373","5.278804347826087","1.6382971014492753","1.1245289855072464"
885,8,"7.998443579766539","4.349027237354086","0.8832684824902725","0.8494941634241246","0.9020038910505837"
886,8,"11.691275167785236","3.3677852348993285","1.551006711409396","1.4061073825503354","0.9717449664429529"
887,8,"20.528446389496718","5.956673960612691","2.5833698030634564","1.21582056892779","1.0734135667396063"
888,7,"5.935526315789474","2.567434210526316","0.7710526315789473","0.8132565789473685","1.5622697368421052"
889,1,"3.1","0.4","1.8","1.6800000000000002","1.4"
890,4,"4.9171122994652405","3.03903743315508","0.8053475935828879","1.6838502673796791","2.2294652406417113"
891,15,"13.276215644820295","2.9678646934460886","4.654968287526429","1.2978435517970401","1.376384778012685"
892,6,"9.545052083333335","2.431510416666667","1.5210937500000001","1.0981510416666667","1.0999999999999999"
893,13,"15.546173469387757","4.494515306122449","3.549872448979592","1.7329846938775508","1.4979209183673468"
894,9,"7.606678082191779","5.843835616438356","1.3705479452054794","2.090890410958904","1.7299657534246577"
895,16,"16.134817351598173","5.622831050228311","3.831963470319635","1.3774771689497718","1.4872716894977167"
896,1,"2","1.1","0.4","1.92","2.11"
897,6,"4.850624999999999","3.745","1.10625","1.3982499999999998","1.5606562499999996"
898,1,"2.6","0.1","0.4","0.39","1.3"
899,4,"6.150000000000001","3.459722222222222","1.1920138888888887","2.422118055555556","1.5347916666666666"
900,5,"9.677272727272728","2.759090909090909","1.7212121212121212","0.7767424242424242","1.4006818181818181"
901,1,"3.9000000000000004","5.5","0.4000000000000001","0.62","2.13"
902,5,"7.023174603174604","1.8222222222222222","3.4212698412698415","1.4636190476190476","1.775047619047619"
903,2,"3.9750000000000005","2.3999999999999995","0.575","0.8775000000000001","2.7299999999999995"
904,10,"5.054561403508772","2.8012280701754384","1.2485964912280703","1.5898421052631577","1.5144736842105264"
905,1,"2","1.9","0.3","0.04","1.07"
906,6,"3.6881756756756756","2.5929054054054053","0.5243243243243242","1.4713175675675678","2.016824324324324"
907,1,"2.7000000000000006","0.20000000000000004","1","2.54","1"
908,3,"5.745588235294117","2.581617647058824","1.2691176470588237","2.3823529411764706","1.2758088235294116"
909,10,"12.992414860681116","8.207894736842103","2.1436532507739936","1.5221207430340558","1.1232507739938082"
910,3,"8.025714285714287","6.27047619047619","0.47047619047619055","1.9674285714285715","1.6735238095238099"
911,10,"4.730185979971388","5.678826895565093","0.648068669527897","1.3834334763948497","1.6965522174535048"
912,5,"3.9993288590604026","3.2932885906040266","0.2859060402684564","1.0038255033557046","1.6597986577181207"
913,4,"3.135960591133005","3.326108374384236","0.49162561576354685","1.142216748768473","1.6365024630541873"
914,1,"0","0","0","1.76","0.33"
915,5,"7.499610894941634","1.9653696498054476","3.4178988326848248","0.48416342412451363","1.627081712062257"
916,2,"2.3445945945945947","1.433783783783784","0.44459459459459466","0.8997297297297298","2.009324324324324"
917,1,"0.8000000000000002","0.3","0.20000000000000004","0.34","1.82"
918,1,"3.7","3.6","1.3","0.4","0.4"
919,1,"0","0.3","0.3","2.94","2.03"
920,2,"1.517391304347826","1.4282608695652175","0.04130434782608696","0.16673913043478264","1.9021739130434783"
921,6,"15.094378698224851","8.065680473372781","1.9624260355029588","1.2878402366863904","2.1448224852071007"
922,8,"9.401520912547529","4.0146387832699615","0.7623574144486692","1.6417680608365017","1.3378707224334598"
923,3,"0.6060606060606061","0.7454545454545455","0.08484848484848485","0.7745454545454545","0.6281818181818183"
924,5,"2.2324503311258277","2.4655629139072848","0.2887417218543046","1.8009933774834437","1.5224503311258277"
925,5,"8.623954372623574","3.8300380228136883","1.073384030418251","1.4375665399239543","1.259847908745247"
927,1,"6.1","1.9","0.7","0.16","2.14"
928,2,"1.972972972972973","1.664864864864865","0.23243243243243242","1.6829729729729728","2.6316216216216217"
929,11,"14.224487334137514","5.043305186972256","1.8253317249698429","1.8187816646562125","1.454511459589867"
930,3,"5.843661971830986","3.816901408450704","1.247887323943662","1.8922535211267604","2.1809859154929576"
931,3,"3.3394736842105264","2.8131578947368423","0.6984210526315789","1.9133684210526314","1.4500526315789473"
932,5,"2.1629464285714284","2.6745535714285715","0.140625","1.842857142857143","1.4861607142857145"
933,2,"2.571232876712329","1.1849315068493151","0.18356164383561646","0.17356164383561642","1.2194520547945205"
934,10,"12.613502935420746","10.783561643835617","0.6409001956947162","1.7886301369863014","1.9764970645792563"
935,1,"6.3","2.6","2.5","1.59","1.86"
936,3,"3.721794871794872","2.828205128205128","0.6525641025641027","1.7073076923076922","0.3170512820512821"
937,3,"4.471014492753623","1.9405797101449276","3.528985507246377","1.7147826086956524","0.810144927536232"
938,15,"11.045937813440322","3.975325977933802","2.8389167502507515","1.263380140421264","1.4214242728184554"
939,5,"4.142168674698795","2.483132530120482","0.5759036144578313","0.8596385542168674","1.5925301204819278"
940,1,"2.9","0.5","0.2","1.2","1.49"
941,3,"7.70375939849624","5.024812030075188","1.0473684210526317","1.4784210526315789","2.7594736842105263"
942,5,"5.960773480662984","2.210497237569061","0.8502762430939226","0.9355248618784531","1.401988950276243"
943,3,"1.6277777777777775","1.2444444444444445","0.1277777777777778","1.615","1.7166666666666668"
944,2,"9.637500000000001","3.9375","2.283333333333333","2.683333333333333","1.0779166666666666"
945,1,"7.9","2.9","2.2","0.22","0.26"
946,2,"2.04375","2.6875","0.50625","1.7762499999999999","1.654375"
948,4,"7.718490566037736","3.119622641509434","1.0966037735849057","1.5939622641509432","1.3810566037735847"
949,7,"9.169458128078817","6.97807881773399","1.807142857142857","1.9601724137931034","2.0004433497536946"
950,1,"2.8","0.6","0.6","0.87","2.08"
951,2,"2.0714285714285716","1.3","0.17142857142857143","1.247142857142857","2.3214285714285716"
952,3,"5.058536585365854","5.84939024390244","1.0164634146341462","1.951768292682927","0.4494512195121952"
953,10,"7.009672619047618","1.7818452380952383","3.7302083333333336","1.9018005952380956","1.7999107142857143"
954,8,"7.300472813238771","1.624113475177305","1.6061465721040191","1.7208510638297871","1.4251300236406617"
955,6,"5.566060606060606","1.3284848484848486","1.1924242424242424","0.9700000000000001","1.759060606060606"
956,12,"5.187216828478964","4.361488673139158","0.5686084142394822","1.7335760517799355","1.4838834951456308"
958,3,"4.9703125","1.9109374999999997","0.9109375000000002","2.01703125","1.3904687500000001"
959,1,"1.9","0.4","0.8","0.89","1.14"
960,2,"0.9428571428571428","0.8428571428571429","0.06428571428571428","1.8507142857142858","1.5142857142857145"
961,6,"8.851026392961876","5.4041055718475075","1.480058651026393","1.2128152492668622","1.477741935483871"
962,6,"5.984444444444445","3.038222222222222","0.29644444444444445","1.7047999999999996","2.0175555555555555"
963,1,"1.8","0.8000000000000002","0.6999999999999998","0.45","0.6999999999999998"
964,10,"7.211930585683297","3.350976138828633","1.8268980477223427","1.8216919739696313","1.2647505422993495"
965,7,"5.171835443037975","2.932278481012658","0.979113924050633","1.0930379746835441","1.5511392405063291"
966,3,"12.636322869955157","3.247533632286996","3.033183856502242","1.6103139013452916","0.7443497757847534"
967,2,"1.0999999999999999","0.22142857142857145","0.14285714285714285","0.6871428571428572","1.6878571428571427"
968,6,"3.8720754716981127","2.3611320754716982","0.7415094339622642","2.07577358490566","2.1559245283018864"
969,4,"3.0895104895104897","2.2664335664335664","0.8608391608391608","1.04006993006993","1.7791608391608391"
971,3,"8.186666666666667","2.850952380952381","1.5785714285714285","1.0886190476190476","2.2254761904761904"
972,1,"3.5","1.9","2.2","0.85","1.07"
973,6,"8.136170212765958","1.8906382978723404","1.933617021276596","1.448127659574468","0.9206808510638297"
974,5,"5.547773279352228","4.789068825910932","1.4137651821862347","1.4903238866396762","1.1784210526315788"
975,2,"4.342857142857143","2.3","0.8714285714285713","1.834285714285714","2.1942857142857144"
976,2,"7.6000000000000005","4.3545454545454545","0.6181818181818182","2.227272727272727","1.9345454545454546"
977,3,"6.172781065088758","1.5804733727810651","0.8349112426035502","1.0927810650887575","1.6618343195266274"
978,2,"6.619718309859156","2.853521126760563","0.8802816901408451","1.593380281690141","1.241549295774648"
979,1,"2.6","1.7","0.3","1.17","2.81"
980,5,"14.368248175182481","3.7821167883211677","2.3952554744525547","1.6144525547445259","1.1581386861313867"
